Title,Tags,Link,With Code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
Out of Memory when UrlEncodedFormEntity with an image,"android,image,image-processing,out-of-memory",https://stackoverflow.com/questions/8569060/out-of-memory-when-urlencodedformentity-with-an-image,True,out of memory,Memory Consumption,Image,,,,"At the end, te solution was to compress the image to 50% as follows:

mBitmap.compress(Bitmap.CompressFormat.JPEG, 100, stream);
It reduces the image size and makes it small enough to send it as a String.",1,1,1
Avoiding Out Of Memory Exception in applying filters to Images (Android),"android,image-processing,bitmap,out-of-memory",https://stackoverflow.com/questions/8571906/avoiding-out-of-memory-exception-in-applying-filters-to-images-android,True,out of memory,Memory Consumption,Image,,,,"android:largeHeap = ""true""

One way to handle this is to tile the image, like you suggested. Catch the OOME, and keep halving the size of your tiles until the array allocates successfully.

Then process each tile sequentially, re-using the array each time.",1,1,1
Android - Device Memory Leak with Fragments,"android,memory,memory-leaks,process,android-debug",https://stackoverflow.com/questions/18883017/android-device-memory-leak-with-fragments,True,memory leak,No,No,,,,,0,0,0
Android - ASMX Web Service Internet Data Usage [closed],"c#,android,web-services,ksoap2",https://stackoverflow.com/questions/18687093/android-asmx-web-service-internet-data-usage,True,data usage,No,No,,,,,0,0,0
"Arraylist can not be created, out of memory exception","android,sqlite,service",https://stackoverflow.com/questions/18651551/arraylist-can-not-be-created-out-of-memory-exception,True,out of memory,Memory Consumption,Loop,,,"Your inner loop to fill the list:

while(cursor.isAfterLast() == false) {
   numbers.add(cursor.getString(2));
}
Can cursor.isAfterLast() ever return false? I don't see any method call to advance the cursor. I suspect, that this loop is never ending, filling the array list with the same value until it exhausts the memory available. Hint : cursor.moveToNext() may be useful.",,1,1,1
Adding custom view in a loop cause out of memory error,"android,memory-leaks,out-of-memory",https://stackoverflow.com/questions/18663134/adding-custom-view-in-a-loop-cause-out-of-memory-error,True,out of memory,Memory Consumption,Image,,,Loading images every time a custom view is added leads to a rapid increase in memory usage and eventually a memory overflow.,"Users solved this problem by replacing the currently used image loader with Universal Image Loader (a popular Android image loading library), which provides more efficient memory management and caching mechanisms to reduce memory usage and avoid memory overflow problems.

",1,1,1
"Download large files using large byte array causes ""Out of memory""","java,android,android-asynctask,arrays,httpurlconnection",https://stackoverflow.com/questions/32909568/download-large-files-using-large-byte-array-causes-out-of-memory,True,out of memory,Memory Consumption,File Handling,should be split to multi operations,check,,,1,0,1
Leakcanary report of memory leak using Otto,"java,android,android-fragments,memory-leaks,otto",https://stackoverflow.com/questions/32750850/leakcanary-report-of-memory-leak-using-otto,True,memory leak,No,No,,,"You are using watching the reference at the wrong time. You should only call watch(thing) when you are absolutely certain that thing will be garbage collected. For your Activities and Fragments, you will want something like this:",,0,0,0
Out of Memory - memory optimisation,"android,out-of-memory",https://stackoverflow.com/questions/32685711/out-of-memory-memory-optimisation,True,out of memory,Memory Consumption,Image,,,,"android:largeHeap=""true""",1,1,1
what am I doing to reduce the apk size in eclipse?,android,https://stackoverflow.com/questions/32689524/what-am-i-doing-to-reduce-the-apk-size-in-eclipse,True,apk size,No,No,,,,,0,0,0
Memory leak in Android when trying to send a form with image to PHP server,"android,memory-leaks,bitmap,android-asynctask",https://stackoverflow.com/questions/12548203/memory-leak-in-android-when-trying-to-send-a-form-with-image-to-php-server,True,memory leak,Memory Consumption,Image,bitmap,,,,1,1,1
Out of memory exception for static images used in application,android,https://stackoverflow.com/questions/12525593/out-of-memory-exception-for-static-images-used-in-application,True,out of memory,No,No,,,,,0,0,0
Android : How to test memory leak in an application?,"android,memory-leaks,android-emulator",https://stackoverflow.com/questions/12524267/android-how-to-test-memory-leak-in-an-application,True,memory leak,No,No,,,,,0,0,0
Android Drawables memory leak,"android,memory-leaks,drawable",https://stackoverflow.com/questions/12438235/android-drawables-memory-leak,True,memory leak,No,No,,,,,0,0,0
How can i find the Data Usage on Per Application Basis?,android,https://stackoverflow.com/questions/12453981/how-can-i-find-the-data-usage-on-per-application-basis,True,data usage,No,No,,,,,0,0,0
Unbinding drawables onPause() causing unresponsive back navigation and skipping this step cause memory overflow,"android,android-layout,android-image,android-memory",https://stackoverflow.com/questions/12395068/unbinding-drawables-onpause-causing-unresponsive-back-navigation-and-skipping,True,unresponsive,No,No,,,,,0,0,0
Drop event when select OK to restart Launcher when ANR occurs,"android,exception,launcher",https://stackoverflow.com/questions/12365043/drop-event-when-select-ok-to-restart-launcher-when-anr-occurs,True, ANR ,No,No,,,,,0,0,0
Android data usage listener,android,https://stackoverflow.com/questions/12264332/android-data-usage-listener,True,data usage,No,No,,,,,0,0,0
Out of memory error with gallery in Android,"android,gallery",https://stackoverflow.com/questions/8528864/out-of-memory-error-with-gallery-in-android,True,out of memory,Memory Consumption,Image,,,,,1,1,1
Android ndk out of memory issue,"android,java-native-interface,android-ndk,out-of-memory",https://stackoverflow.com/questions/8370116/android-ndk-out-of-memory-issue,True,out of memory,Memory Consumption,Image,releasing parameters,,,,1,1,1
Android out of memory error,"java,android,memory",https://stackoverflow.com/questions/12242655/android-out-of-memory-error,True,out of memory,No,No,,,,,0,0,0
Messenger to Remote Service Causing Memory Leak,"android,service,memory-leaks",https://stackoverflow.com/questions/12204740/messenger-to-remote-service-causing-memory-leak,True,memory leak,No,No,,,,,0,0,0
android - how to manage background images without memory leaks?,android,https://stackoverflow.com/questions/12200194/android-how-to-manage-background-images-without-memory-leaks,True,memory leak,No,No,,,,,0,0,0
How to find cpu usage of a process of which i have the pid in android ndk,"android,linux,android-ndk,cpu,proc",https://stackoverflow.com/questions/12175695/how-to-find-cpu-usage-of-a-process-of-which-i-have-the-pid-in-android-ndk,True,cpu usage,No,No,,,,,0,0,0
Why this image-switching code has memory leak?,"android,memory-leaks,imageview",https://stackoverflow.com/questions/12159852/why-this-image-switching-code-has-memory-leak,True,memory leak,Memory Consumption,Image,,,,,1,1,1
Bitmap out of memory,"android,bitmap,out-of-memory",https://stackoverflow.com/questions/12147554/bitmap-out-of-memory,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Linux out of memory process killing my android app,"android,out-of-memory",https://stackoverflow.com/questions/16047554/linux-out-of-memory-process-killing-my-android-app,True,out of memory,No,No,,,,,0,0,0
Android AsyncTask out of memory via http request,"java,android,performance,asynchronous,android-asynctask",https://stackoverflow.com/questions/15801504/android-asynctask-out-of-memory-via-http-request,True,out of memory,No,No,,,,,0,0,0
How do you determine the audio latency (AudioTrack) on Android?,"java,android,audio,audiotrack",https://stackoverflow.com/questions/15802659/how-do-you-determine-the-audio-latency-audiotrack-on-android,True,latency,No,No,,,,,0,0,0
Android Bitmap Memory Issue - Error: Out of memory on a 8294416-byte allocation,"android,bitmap,imageview,out-of-memory,heap-memory",https://stackoverflow.com/questions/15756221/android-bitmap-memory-issue-error-out-of-memory-on-a-8294416-byte-allocation,True,out of memory,Memory Consumption,Image,bitmap,,,,1,1,1
Android - Out of memory issue in S3,"android,uiimageview,out-of-memory",https://stackoverflow.com/questions/15741636/android-out-of-memory-issue-in-s3,True,out of memory,No,No,,,,,0,0,0
Why am I running out of memory?,"java,android,bitmap",https://stackoverflow.com/questions/15711819/why-am-i-running-out-of-memory,True,out of memory,Memory Consumption,Image,"I have a 300 x 355 image that is only 50 kb in size. I am trying to decode it with the below code:

",,"300 x 355 = 106500 pixels.

At 4 bytes per pixel, that is 426KB, which is closer to the allocation reported by your LogCat.

The .copy() command in your code will double the memory to 852KB, slightly closer to the 10.6MB reported.

The 50KB number you reported is probably the compressed size of the .jpg or .png file, not the uncompressed Bitmap being used by Android.",,1,1,1
The buttons in my android application are unresponsive,"java,android,overriding",https://stackoverflow.com/questions/15688071/the-buttons-in-my-android-application-are-unresponsive,True,unresponsive,No,No,,,,,0,0,0
ListView memory leak in Android,android,https://stackoverflow.com/questions/15699343/listview-memory-leak-in-android,True,memory leak,Memory Consumption,Image,,,,,1,1,1
Out of Memory when using compresstojpeg on multiple YuvImage one at a time,"android,image-processing,out-of-memory,yuv",https://stackoverflow.com/questions/15696165/out-of-memory-when-using-compresstojpeg-on-multiple-yuvimage-one-at-a-time,True,out of memory,Memory Consumption,Image,,,"Users are experiencing memory overflow issues when processing multiple YUV images and compressing them to JPEG format. Specifically, using the compressToJpeg() method of the YuvImage class results in a memory overflow error.

","Does not use the YuvImage class.
Convert YUV data to RGB format and create a Bitmap.
Compress the Bitmap to JPEG and save it to external storage.
Use disk caching to avoid high memory usage.",1,1,1
"Android Handler, memory leak?","android,multithreading,memory,handler,memory-leaks",https://stackoverflow.com/questions/15630321/android-handler-memory-leak,True,memory leak,No,No,,,"When you instantiate the WeakHandler, it won't be an actual WeakHandler class, but an Anonymous class which extends WeakHandler class. An Anonymous class is never static so it will have an implicit reference to the containing class (namely the MyActivity), besides the explicit WeakReference.

Since the onCreate() runs on the main thread, the Handler - that is created inside the onCreate() - will be associated with the main tread (actually the main Looper that is created when the Application starts). If you post a Message (or a Runnable, since the Runnable will be wrapped around with a Message) to the Handler, that Message/Runnable will have a reference to the Handler.

So given you postDelayed something with 5 mins delay. After destroying the Activity (eg. because of rotation), the main Looper will have a reference to the Message/Runnable, the Message/Runnable will have a reference to the Handler, Handler will have a reference to the Activity for 5 mins. This is a leak.

And yes, the ""Log.v(""MyActivity"", bigData.get(""abc""))"" line leaks the activity as well.",,0,0,0
